event_id,scenario_id,event_type,timestamp,actor,host,process,source,destination,command,is_off_hours,is_new_device,is_privilege_escalation,is_anomalous_process,is_unusual_network,is_lateral_movement,is_attack,attack_family,ground_truth_label,seed,replay_id,is_replay
EVT-68D2F6E6-1,ATK-001,process_create,2026-01-03T00:35:53+00:00,alice,WS-001,cmd.exe,,,,False,False,False,True,False,False,True,credential_abuse,suspicious_process,3001,,False
EVT-DE749992-1,ATK-001,network_connect,2026-01-03T00:43:53+00:00,alice,WS-001,,WS-001,JMP-01,,False,False,False,False,True,False,True,credential_abuse,lateral_movement,3001,,False
EVT-71316493-1,ATK-001,lateral_move,2026-01-03T01:07:53+00:00,alice,JMP-01,,JMP-01,SRV-DB01,,False,False,False,False,False,True,True,credential_abuse,lateral_movement,3001,,False
EVT-FECB5A2F,ATK-MISS-001,auth_login,2026-01-04T00:28:21+00:00,eve,WS-001,,,,,True,True,False,False,False,False,True,lateral_movement,credential_abuse,4001,REPLAY-ATK-MISS-001-PRE,True
EVT-4FEADCC5,ATK-MISS-001,process_create,2026-01-04T00:39:21+00:00,eve,WS-001,ssh,,,,False,False,False,False,False,False,False,,normal,4001,REPLAY-ATK-MISS-001-PRE,True
EVT-4C8D9911,ATK-MISS-001,network_connect,2026-01-04T01:26:21+00:00,eve,WS-001,,WS-001,JMP-01,,False,False,False,False,True,False,True,lateral_movement,lateral_movement,4001,REPLAY-ATK-MISS-001-PRE,True
EVT-84B46A76,ATK-MISS-001,lateral_move,2026-01-04T01:49:21+00:00,eve,JMP-01,,JMP-01,SRV-DB01,,False,False,False,False,False,True,True,lateral_movement,lateral_movement,4001,REPLAY-ATK-MISS-001-PRE,True
EVT-DF9254F6,ATK-MISS-001,process_create,2026-01-04T02:20:21+00:00,eve,SRV-DB01,scp,,,,False,False,False,False,False,False,True,lateral_movement,data_exfiltration,4001,REPLAY-ATK-MISS-001-PRE,True
EVT-2479C8C9,ATK-MISS-001,auth_login,2026-01-04T00:28:21+00:00,eve,WS-001,,,,,True,True,False,False,False,False,True,lateral_movement,credential_abuse,4001,REPLAY-ATK-MISS-001-POST,True
EVT-A60D67DE,ATK-MISS-001,process_create,2026-01-04T00:39:21+00:00,eve,WS-001,ssh,,,,False,False,False,False,False,False,False,,normal,4001,REPLAY-ATK-MISS-001-POST,True
EVT-B4B43636,ATK-MISS-001,network_connect,2026-01-04T01:26:21+00:00,eve,WS-001,,WS-001,JMP-01,,False,False,False,False,True,False,True,lateral_movement,lateral_movement,4001,REPLAY-ATK-MISS-001-POST,True
EVT-EBC082A3,ATK-MISS-001,lateral_move,2026-01-04T01:49:21+00:00,eve,JMP-01,,JMP-01,SRV-DB01,,False,False,False,False,False,True,True,lateral_movement,lateral_movement,4001,REPLAY-ATK-MISS-001-POST,True
EVT-C7121909,ATK-MISS-001,process_create,2026-01-04T02:20:21+00:00,eve,SRV-DB01,scp,,,,False,False,False,False,False,False,True,lateral_movement,data_exfiltration,4001,REPLAY-ATK-MISS-001-POST,True
