timestamp,source_ip,dest_ip,event_type,severity,status,bytes,protocol,user,host,process_name
2026-08-20T04:25:15,17.122.81.80,151.7.208.24,network,critical,success,483863,TCP,carol,workstation-117,powershell
2026-08-20T18:31:38,190.139.212.214,133.241.124.117,dns,low,success,966648,DNS,carol,web-01,powershell
2026-08-20T15:06:27,97.136.1.73,195.152.250.222,network,low,failure,361888,HTTP,grace,workstation-117,svchost
2026-08-20T06:52:07,188.122.196.60,208.210.22.82,http,low,failure,404832,ICMP,carol,workstation-117,sshd
2026-08-20T04:35:47,138.169.51.224,122.51.233.4,http,low,success,78463,HTTPS,eve,app-03,outlook
2026-08-20T23:39:35,30.168.194.245,91.249.18.159,auth,low,failure,238536,ICMP,bob,workstation-117,chrome
2026-08-20T23:04:26,190.51.227.43,187.153.14.12,file,medium,failure,375876,HTTP,grace,db-02,python3
2026-08-20T19:20:21,115.92.87.45,30.195.123.128,dns,low,failure,668891,HTTP,heidi,app-03,sshd
2026-08-20T16:56:21,83.80.37.114,98.153.217.177,file,low,failure,208894,HTTPS,heidi,web-01,python3
2026-08-20T13:53:06,156.183.151.180,85.11.202.71,auth,medium,success,954851,DNS,heidi,app-03,python3
2026-08-20T22:06:09,215.180.112.163,58.128.70.161,auth,high,success,323939,HTTPS,alice,mail-05,svchost
2026-08-20T04:47:04,33.151.167.192,116.89.102.34,dns,high,failure,556639,DNS,eve,db-02,powershell
2026-08-20T17:32:36,216.151.173.206,39.239.38.37,network,high,failure,886827,DNS,frank,web-01,outlook
2026-08-20T00:30:24,77.63.232.95,182.134.195.211,http,high,success,707617,UDP,heidi,web-01,svchost
2026-08-20T22:12:44,66.32.237.233,189.154.209.30,network,low,success,319149,HTTPS,bob,web-01,python3
2026-08-20T19:34:17,44.198.232.95,181.214.79.227,process,medium,failure,645558,HTTPS,eve,web-01,svchost
2026-08-20T07:54:37,123.227.120.219,102.50.188.140,http,low,failure,289282,UDP,bob,workstation-117,chrome
2026-08-20T07:43:21,174.10.25.202,95.124.64.202,dns,low,success,614867,UDP,dave,app-03,nginx
2026-08-20T21:41:56,10.141.74.253,43.128.89.29,http,high,success,15582,HTTP,dave,mail-05,svchost
2026-08-20T00:34:28,54.135.26.33,199.215.58.191,auth,low,failure,538169,DNS,bob,workstation-117,python3
2026-08-20T22:23:43,21.154.234.165,17.31.245.217,process,low,success,514084,ICMP,heidi,web-01,chrome
2026-08-20T11:43:39,165.75.33.33,80.166.195.153,dns,low,failure,103996,ICMP,bob,proxy-04,python3
2026-08-20T15:39:30,125.116.211.87,221.232.204.107,http,low,failure,327704,ICMP,eve,app-03,nginx
2026-08-20T17:16:03,27.46.43.24,120.49.190.208,network,medium,failure,702559,TCP,grace,app-03,outlook
2026-08-20T01:52:23,83.159.180.27,157.108.79.169,process,low,success,367121,DNS,frank,web-01,powershell
2026-08-20T20:54:08,67.219.13.156,178.136.14.47,file,medium,failure,966302,HTTP,frank,web-01,nginx
2026-08-20T05:12:56,154.205.35.37,199.15.46.192,dns,low,failure,475682,HTTP,carol,app-03,powershell
2026-08-20T11:48:37,208.43.26.40,50.25.41.70,process,medium,failure,636565,HTTPS,grace,app-03,python3
2026-08-20T18:39:14,39.176.220.29,82.249.157.12,network,low,success,8060,UDP,eve,db-02,nginx
2026-08-20T09:18:11,84.167.61.2,137.220.89.34,process,medium,success,524563,DNS,frank,web-01,outlook
2026-08-20T01:32:24,121.9.235.236,29.160.219.147,process,medium,failure,303578,TCP,grace,web-01,svchost
2026-08-20T06:15:27,215.235.185.23,121.54.124.112,dns,low,success,414991,HTTP,frank,db-02,svchost
2026-08-20T06:07:17,29.58.99.232,208.178.179.187,http,high,success,107798,UDP,eve,db-02,nginx
2026-08-20T21:55:57,49.38.90.244,207.252.237.194,dns,medium,failure,714220,DNS,frank,proxy-04,svchost
2026-08-20T05:29:46,122.34.240.114,171.155.140.152,auth,low,success,325486,HTTPS,heidi,web-01,sshd
2026-08-20T13:25:31,222.146.39.166,33.196.236.149,dns,critical,success,471579,DNS,dave,app-03,lsass
2026-08-20T18:15:15,48.31.230.27,217.175.43.130,http,low,success,741995,HTTPS,heidi,mail-05,nginx
2026-08-20T13:14:56,105.144.198.105,208.173.26.203,http,medium,success,345705,TCP,grace,app-03,powershell
2026-08-20T23:54:17,164.76.170.21,159.72.179.80,http,medium,failure,135215,DNS,bob,app-03,outlook
2026-08-20T23:25:43,212.168.65.172,189.47.216.131,file,low,failure,189019,UDP,frank,workstation-117,python3
2026-08-20T08:14:53,45.79.39.76,211.51.19.170,file,high,success,626258,HTTPS,carol,db-02,nginx
2026-08-20T22:44:45,217.84.224.12,115.186.121.249,process,medium,failure,245369,DNS,dave,app-03,lsass
2026-08-20T07:03:50,104.225.236.197,82.195.214.248,network,high,success,915408,HTTP,alice,proxy-04,lsass
2026-08-20T13:30:55,151.52.63.73,31.82.139.116,dns,low,failure,96168,UDP,heidi,app-03,sshd
2026-08-20T15:06:21,23.202.191.61,108.41.191.58,auth,low,success,879940,ICMP,frank,db-02,nginx
2026-08-20T01:23:40,83.241.71.195,190.240.229.158,auth,high,success,268355,UDP,carol,mail-05,outlook
2026-08-20T04:02:53,208.147.121.78,41.24.122.108,http,medium,failure,65858,TCP,heidi,mail-05,sshd
2026-08-20T23:00:31,141.123.73.75,119.0.180.62,dns,low,success,548913,HTTP,bob,mail-05,sshd
2026-08-20T14:12:57,130.22.198.252,105.129.8.92,auth,low,success,808977,DNS,frank,db-02,sshd
2026-08-20T12:49:36,149.173.89.213,209.237.245.162,network,high,success,750827,HTTPS,alice,app-03,python3
2026-08-20T01:35:41,212.102.21.81,89.203.242.65,auth,medium,success,300009,HTTP,alice,proxy-04,svchost
2026-08-20T09:56:51,41.188.223.228,112.225.197.87,network,low,failure,385191,DNS,eve,web-01,outlook
2026-08-20T02:52:25,120.92.150.83,36.40.167.170,file,low,failure,174739,ICMP,heidi,app-03,lsass
2026-08-20T01:32:31,196.180.222.71,173.29.38.172,http,low,success,999072,TCP,carol,mail-05,lsass
2026-08-20T01:16:01,42.34.120.200,175.187.185.99,dns,low,success,712048,HTTPS,frank,app-03,lsass
2026-08-20T02:47:57,156.70.187.102,90.142.127.246,auth,low,success,523285,DNS,grace,mail-05,chrome
2026-08-20T09:31:51,208.133.228.55,166.146.251.52,auth,low,success,474001,UDP,heidi,web-01,svchost
2026-08-20T12:38:57,191.33.148.229,86.80.89.204,file,medium,success,210743,UDP,dave,workstation-117,sshd
2026-08-20T13:08:23,151.188.239.206,151.66.44.17,file,low,failure,551231,HTTPS,grace,mail-05,chrome
2026-08-20T04:33:46,91.37.230.120,184.176.65.225,dns,medium,success,805077,UDP,grace,mail-05,sshd
2026-08-20T04:31:14,142.78.155.43,51.165.115.89,dns,high,success,262778,UDP,eve,db-02,powershell
2026-08-20T22:22:14,146.47.86.152,158.78.87.169,dns,medium,failure,883456,DNS,alice,web-01,chrome
2026-08-20T01:39:18,174.135.107.197,156.213.15.128,http,medium,failure,506404,UDP,grace,app-03,lsass
2026-08-20T02:39:24,186.30.80.113,116.247.237.53,file,medium,failure,903332,ICMP,frank,proxy-04,svchost
2026-08-20T14:31:00,43.189.54.82,71.238.62.69,process,low,success,53063,HTTP,grace,mail-05,outlook
2026-08-20T09:02:21,50.167.160.49,205.81.255.132,process,low,failure,521530,TCP,bob,workstation-117,lsass
2026-08-20T08:45:52,65.180.24.13,82.253.240.74,dns,low,success,451860,UDP,eve,proxy-04,svchost
2026-08-20T14:40:55,103.23.205.14,155.99.185.142,file,low,failure,801535,DNS,eve,mail-05,chrome
2026-08-20T04:41:04,34.201.191.204,96.187.73.51,dns,medium,success,47504,TCP,carol,proxy-04,svchost
2026-08-20T17:14:54,142.233.76.156,141.71.167.239,dns,low,failure,646447,ICMP,eve,mail-05,svchost
2026-08-20T18:28:14,222.250.153.122,218.8.188.85,http,low,failure,612056,HTTP,alice,mail-05,lsass
2026-08-20T09:40:03,177.116.26.150,132.87.194.38,http,low,success,200051,TCP,heidi,app-03,outlook
2026-08-20T05:30:48,115.104.210.129,208.241.31.181,network,medium,failure,694395,HTTPS,grace,app-03,nginx
2026-08-20T16:44:09,146.175.181.174,207.135.247.50,network,low,failure,235790,HTTP,eve,proxy-04,python3
2026-08-20T17:48:14,91.245.178.144,213.140.147.32,dns,medium,failure,939272,HTTPS,frank,db-02,powershell
2026-08-20T01:31:53,83.40.177.237,123.131.245.55,network,high,failure,978346,DNS,eve,db-02,chrome
2026-08-20T22:24:58,199.122.124.13,181.115.119.14,auth,low,failure,105428,ICMP,carol,web-01,nginx
2026-08-20T14:48:54,177.243.244.167,61.147.164.74,http,low,success,683984,DNS,dave,mail-05,sshd
2026-08-20T06:22:26,116.90.18.215,111.253.95.240,http,critical,failure,919331,TCP,alice,app-03,chrome
2026-08-20T12:11:54,82.232.252.228,44.239.139.50,auth,low,failure,679776,HTTP,carol,web-01,svchost
2026-08-20T10:44:29,155.98.89.157,173.207.218.132,file,low,success,193757,UDP,heidi,app-03,python3
2026-08-20T00:14:55,76.196.120.115,202.136.168.78,dns,medium,success,274258,ICMP,frank,proxy-04,python3
2026-08-20T02:15:42,180.60.238.79,50.207.159.177,auth,medium,failure,385397,DNS,dave,db-02,nginx
2026-08-20T17:24:36,49.232.191.107,189.241.111.196,network,medium,success,551033,HTTPS,frank,web-01,chrome
2026-08-20T02:14:54,222.103.76.43,93.226.59.175,network,medium,failure,95359,DNS,heidi,web-01,lsass
2026-08-20T04:48:14,141.212.233.145,24.236.157.186,auth,low,success,782032,UDP,bob,web-01,outlook
2026-08-20T12:32:38,189.32.30.240,27.241.16.74,process,low,success,803028,ICMP,grace,app-03,outlook
2026-08-20T16:19:50,106.192.41.175,179.68.178.31,network,critical,failure,554531,UDP,dave,web-01,sshd
2026-08-20T10:51:47,128.217.194.211,68.126.235.89,network,low,success,33782,ICMP,grace,mail-05,sshd
2026-08-20T08:45:44,62.34.51.153,18.228.24.63,http,low,failure,245722,DNS,dave,web-01,nginx
2026-08-20T18:20:46,84.119.163.148,163.164.121.78,network,critical,success,433649,HTTP,eve,web-01,nginx
2026-08-20T22:47:30,183.218.253.13,98.195.163.179,process,low,failure,394747,UDP,heidi,db-02,python3
2026-08-20T10:56:58,191.73.237.235,24.211.213.143,dns,low,success,267382,UDP,frank,proxy-04,chrome
2026-08-20T16:22:34,104.47.97.14,78.193.20.224,auth,low,success,502681,UDP,frank,app-03,sshd
2026-08-20T07:42:42,58.60.245.235,72.104.203.235,network,medium,failure,399152,HTTPS,frank,app-03,powershell
2026-08-20T13:05:39,141.254.238.26,215.240.163.235,network,low,failure,47936,DNS,dave,proxy-04,nginx
2026-08-20T00:35:25,76.213.151.40,60.168.117.98,dns,high,failure,577390,ICMP,frank,app-03,lsass
2026-08-20T23:21:48,199.251.235.44,197.180.86.36,http,medium,success,961438,DNS,alice,mail-05,sshd
2026-08-20T02:42:22,219.24.3.106,45.118.34.182,network,low,failure,391329,TCP,heidi,proxy-04,lsass
2026-08-20T00:34:21,11.210.6.5,145.140.146.5,dns,high,failure,845328,UDP,bob,web-01,nginx
2026-08-20T08:46:24,59.129.181.69,213.203.40.96,process,low,success,731105,UDP,eve,proxy-04,chrome
2026-08-20T23:48:06,176.16.47.104,107.193.243.15,http,low,success,86702,HTTPS,grace,proxy-04,svchost
2026-08-20T20:36:07,34.21.117.55,187.243.138.12,auth,medium,failure,942996,DNS,alice,db-02,svchost
2026-08-20T00:34:12,63.73.203.238,29.153.83.145,network,medium,failure,709922,DNS,frank,workstation-117,nginx
2026-08-20T02:51:19,138.177.27.26,121.118.38.88,dns,medium,failure,811131,HTTP,alice,proxy-04,powershell
2026-08-20T16:24:14,135.116.182.142,106.221.95.175,dns,medium,success,809676,DNS,eve,db-02,chrome
2026-08-20T02:59:12,78.78.194.183,210.78.199.82,file,low,success,988765,HTTP,heidi,app-03,powershell
2026-08-20T03:43:19,43.44.95.111,124.208.52.7,auth,low,success,625920,DNS,frank,workstation-117,sshd
2026-08-20T10:37:33,115.198.43.186,153.124.86.176,process,low,failure,315759,HTTP,heidi,db-02,chrome
2026-08-20T06:05:16,121.141.215.77,133.39.184.65,network,medium,failure,622651,DNS,dave,workstation-117,chrome
2026-08-20T04:55:58,87.3.202.86,168.194.168.113,file,low,success,315029,HTTP,dave,workstation-117,svchost
2026-08-20T06:28:03,111.163.149.189,187.251.124.84,process,low,failure,382746,TCP,dave,mail-05,nginx
2026-08-20T20:01:42,16.236.107.113,214.149.35.210,process,medium,success,664100,HTTP,dave,app-03,nginx
2026-08-20T15:24:20,212.193.37.115,163.245.205.137,dns,high,failure,570053,TCP,frank,proxy-04,chrome
2026-08-20T03:58:55,206.127.181.43,175.22.204.248,file,critical,failure,111090,TCP,bob,app-03,python3
2026-08-20T18:35:35,201.113.228.96,110.237.77.89,auth,low,failure,436181,TCP,bob,proxy-04,nginx
2026-08-20T12:40:56,89.175.233.201,62.247.178.122,auth,low,failure,334400,TCP,eve,web-01,chrome
2026-08-20T00:49:20,97.55.84.239,199.124.89.142,network,low,failure,484498,UDP,grace,proxy-04,nginx
2026-08-20T06:47:10,173.221.202.8,198.101.230.152,process,low,success,215780,HTTP,bob,mail-05,chrome
2026-08-20T19:32:51,57.187.166.51,127.58.134.172,process,medium,failure,625969,HTTPS,grace,mail-05,chrome
2026-08-20T12:40:03,100.234.88.209,182.152.43.173,network,low,success,320214,TCP,carol,app-03,nginx
2026-08-20T18:35:54,109.214.70.148,108.216.95.125,http,medium,success,581868,UDP,heidi,app-03,nginx
2026-08-20T06:48:43,90.230.27.222,101.4.248.35,network,high,failure,429008,ICMP,heidi,workstation-117,lsass
2026-08-20T17:47:34,52.42.15.204,204.112.149.9,file,low,failure,176379,HTTPS,heidi,mail-05,chrome
2026-08-20T20:51:06,39.137.187.139,220.21.225.140,network,critical,success,771740,ICMP,dave,app-03,sshd
2026-08-20T16:22:27,77.178.44.113,40.121.107.208,http,medium,failure,902874,ICMP,grace,db-02,nginx
2026-08-20T07:31:22,218.105.30.146,99.143.86.83,http,low,failure,998660,DNS,bob,db-02,outlook
2026-08-20T02:09:30,80.64.67.64,47.164.126.195,http,low,success,605474,ICMP,eve,proxy-04,outlook
2026-08-20T13:39:34,125.38.47.104,141.142.188.117,process,low,success,911115,ICMP,bob,proxy-04,lsass
2026-08-20T23:06:49,180.183.32.204,146.203.111.248,process,high,failure,281581,HTTP,eve,app-03,nginx
2026-08-20T20:36:45,134.175.24.12,35.235.8.32,network,low,success,448580,UDP,carol,proxy-04,powershell
2026-08-20T05:47:17,80.47.184.65,31.190.84.14,process,medium,success,450081,ICMP,bob,proxy-04,chrome
2026-08-20T00:02:22,64.244.39.34,161.115.227.3,auth,medium,success,902132,HTTPS,carol,workstation-117,chrome
2026-08-20T08:20:08,108.45.52.27,90.188.153.36,process,medium,success,672741,ICMP,carol,web-01,sshd
2026-08-20T22:13:15,176.84.225.90,194.109.77.236,process,medium,failure,901736,UDP,bob,web-01,nginx
2026-08-20T04:29:02,160.196.179.247,119.161.71.64,file,medium,success,580278,DNS,eve,proxy-04,sshd
2026-08-20T23:58:18,87.105.96.192,110.151.27.201,network,low,success,252792,HTTPS,bob,mail-05,sshd
2026-08-20T13:08:49,91.67.198.221,155.215.187.140,http,low,failure,807788,TCP,alice,mail-05,chrome
2026-08-20T00:30:07,77.110.20.237,25.203.146.161,http,medium,failure,444150,ICMP,grace,web-01,nginx
2026-08-20T10:06:08,31.158.40.131,62.79.167.101,dns,medium,success,325236,ICMP,grace,proxy-04,python3
2026-08-20T02:06:29,72.44.222.30,126.28.158.171,http,medium,success,125245,TCP,carol,proxy-04,sshd
2026-08-20T05:57:53,137.177.132.43,105.64.137.188,auth,medium,success,351284,HTTPS,eve,mail-05,chrome
2026-08-20T09:34:25,192.39.254.117,140.184.28.128,dns,low,success,267508,TCP,bob,db-02,sshd
