timestamp,source_ip,dest_ip,event_type,severity,status,bytes,protocol,user,host,process_name
2026-08-20T13:39:55+00:00,10.0.3.10,10.0.2.10,network,medium,failure,104675,UDP,svc_backup,web-01,lsass
2026-08-20T09:35:13+00:00,10.0.12.127,10.0.6.10,http,low,success,588628,HTTPS,heidi,workstation-127,powershell
2026-08-20T15:55:48+00:00,10.0.12.131,174.78.38.46,file,low,failure,714340,UDP,dave,workstation-131,svchost
2026-08-20T10:34:14+00:00,10.0.11.134,10.0.5.10,process,low,success,740854,HTTPS,grace,workstation-134,outlook
2026-08-20T15:00:23+00:00,10.0.11.102,61.92.84.185,dns,low,success,465896,UDP,grace,workstation-102,sshd
2026-08-20T10:17:16+00:00,10.0.12.106,10.0.3.10,network,medium,success,778600,UDP,carol,workstation-106,python3
2026-08-20T10:24:58+00:00,10.0.10.137,92.129.76.86,auth,low,failure,688043,ICMP,bob,workstation-137,powershell
2026-08-20T16:50:23+00:00,10.0.6.10,10.0.2.10,file,low,failure,655908,DNS,svc_backup,proxy-04,chrome
2026-08-20T12:45:55+00:00,10.0.10.112,10.0.3.10,network,low,failure,368323,ICMP,alice,workstation-112,powershell
2026-08-20T14:16:34+00:00,192.0.2.77,10.0.3.10,dns,high,failure,63611,DNS,ext-192.0.2.77,ext-192.0.2.77,sshd
2026-08-20T14:50:57+00:00,10.0.11.131,10.0.3.10,network,low,success,397502,TCP,dave,workstation-131,powershell
2026-08-20T14:32:14+00:00,10.0.3.10,10.0.2.10,process,low,success,333752,ICMP,svc_backup,web-01,lsass
2026-08-20T16:06:28+00:00,10.0.12.128,10.0.5.10,auth,medium,success,880780,ICMP,alice,workstation-128,sshd
2026-08-20T15:29:33+00:00,10.0.10.128,107.43.88.11,file,low,success,381694,HTTP,alice,workstation-128,sshd
2026-08-20T13:29:38+00:00,10.0.12.112,138.21.230.233,process,low,success,64999,DNS,alice,workstation-112,outlook
2026-08-20T16:22:45+00:00,10.0.12.106,35.245.205.110,process,low,success,84834,HTTP,carol,workstation-106,python3
2026-08-20T08:06:48+00:00,10.0.10.128,10.0.6.10,http,low,failure,356898,HTTP,alice,workstation-128,python3
2026-08-20T10:09:40+00:00,10.0.12.118,10.0.2.10,process,low,success,12981,UDP,grace,workstation-118,sshd
2026-08-20T13:16:58+00:00,10.0.10.117,163.13.136.8,auth,low,failure,6522,HTTPS,frank,workstation-117,python3
2026-08-20T11:51:49+00:00,10.0.12.126,10.0.2.10,file,low,failure,472518,DNS,grace,workstation-126,sshd
2026-08-20T10:48:16+00:00,10.0.3.10,203.0.113.7,process,high,failure,782944,HTTP,eve,web-01,outlook
2026-08-20T14:47:41+00:00,10.0.6.10,10.0.2.10,network,medium,failure,893864,ICMP,svc_backup,proxy-04,powershell
2026-08-20T17:19:51+00:00,10.0.11.134,10.0.5.10,file,medium,success,512065,HTTPS,grace,workstation-134,sshd
2026-08-20T08:51:50+00:00,192.0.2.77,10.0.3.10,auth,high,success,132160,UDP,ext-192.0.2.77,ext-192.0.2.77,nginx
2026-08-20T09:40:03+00:00,10.0.11.103,10.0.6.10,process,low,failure,839602,TCP,heidi,workstation-103,nginx
2026-08-20T14:30:24+00:00,10.0.3.10,10.0.2.10,dns,medium,success,519509,TCP,svc_backup,web-01,python3
2026-08-20T13:49:00+00:00,10.0.12.123,10.0.4.10,process,low,failure,110785,DNS,dave,workstation-123,svchost
2026-08-20T16:00:57+00:00,10.0.10.119,212.229.119.137,http,low,failure,711376,UDP,heidi,workstation-119,lsass
2026-08-20T08:31:05+00:00,10.0.12.140,164.205.35.37,dns,low,success,394588,DNS,eve,workstation-140,lsass
2026-08-20T09:56:29+00:00,10.0.4.10,10.0.2.10,network,low,success,522704,ICMP,svc_backup,app-03,sshd
2026-08-20T16:58:07+00:00,10.0.12.126,64.135.26.33,dns,low,success,499500,DNS,grace,workstation-126,svchost
2026-08-20T16:20:35+00:00,10.0.10.115,10.0.4.10,http,medium,failure,677398,ICMP,dave,workstation-115,lsass
2026-08-20T10:07:46+00:00,10.0.12.121,10.0.5.10,auth,low,failure,699407,DNS,bob,workstation-121,svchost
2026-08-20T13:51:13+00:00,10.0.11.118,10.0.3.10,dns,low,failure,530079,DNS,grace,workstation-118,sshd
2026-08-20T14:13:10+00:00,10.0.11.117,10.0.6.10,auth,low,failure,219804,ICMP,frank,workstation-117,sshd
2026-08-20T15:12:38+00:00,10.0.10.140,10.0.6.10,network,low,failure,400276,UDP,eve,workstation-140,lsass
2026-08-20T16:18:33+00:00,10.0.12.137,108.220.56.73,dns,low,failure,47743,HTTPS,bob,workstation-137,powershell
2026-08-20T08:19:16+00:00,10.0.10.105,214.240.229.158,http,low,success,575582,ICMP,bob,workstation-105,powershell
2026-08-20T08:35:08+00:00,10.0.12.128,113.81.15.37,network,low,success,816452,ICMP,alice,workstation-128,svchost
2026-08-20T12:31:08+00:00,10.0.10.134,10.0.3.10,auth,low,success,256270,HTTP,grace,workstation-134,sshd
2026-08-20T10:10:42+00:00,10.0.11.121,53.43.158.144,dns,low,success,677526,ICMP,bob,workstation-121,powershell
2026-08-20T12:41:28+00:00,10.0.12.131,10.0.5.10,network,low,failure,246004,HTTP,dave,workstation-131,svchost
2026-08-20T16:40:05+00:00,10.0.12.133,10.0.3.10,http,low,success,624059,TCP,frank,workstation-133,nginx
2026-08-20T14:19:23+00:00,10.0.10.128,112.196.16.155,process,low,success,601920,HTTPS,alice,workstation-128,svchost
2026-08-20T08:11:43+00:00,10.0.12.116,10.0.6.10,dns,high,success,714945,UDP,eve,workstation-116,sshd
2026-08-20T14:24:25+00:00,10.0.11.136,10.0.4.10,dns,low,success,79808,UDP,alice,workstation-136,nginx
2026-08-20T14:43:37+00:00,10.0.10.139,10.0.5.10,file,low,success,88145,ICMP,dave,workstation-139,powershell
2026-08-20T13:21:27+00:00,10.0.10.138,10.0.3.10,file,low,success,404026,UDP,carol,workstation-138,nginx
2026-08-20T16:27:18+00:00,10.0.4.10,10.0.2.10,dns,low,failure,853205,UDP,svc_backup,app-03,chrome
2026-08-20T17:12:49+00:00,10.0.10.123,10.0.6.10,file,medium,success,628158,HTTP,dave,workstation-123,lsass
2026-08-20T17:21:53+00:00,10.0.12.136,10.0.5.10,network,low,failure,300970,HTTPS,alice,workstation-136,powershell
2026-08-20T11:47:12+00:00,10.0.11.102,10.0.3.10,process,medium,failure,320135,HTTPS,grace,workstation-102,nginx
2026-08-20T14:33:54+00:00,10.0.9.5,10.0.2.10,process,critical,success,248848,DNS,eve,jmp-01,svchost
2026-08-20T12:38:32+00:00,10.0.12.119,10.0.2.10,file,low,failure,459143,TCP,heidi,workstation-119,chrome
2026-08-20T17:48:18+00:00,10.0.2.10,10.0.3.10,dns,high,failure,23125,ICMP,eve,db-02,powershell
2026-08-20T11:22:27+00:00,10.0.12.114,10.0.2.10,network,medium,success,679214,HTTPS,carol,workstation-114,sshd
2026-08-20T16:39:50+00:00,10.0.12.134,67.43.184.18,file,low,success,409540,DNS,grace,workstation-134,chrome
2026-08-20T17:30:23+00:00,10.0.3.10,198.51.100.19,network,high,failure,14714,HTTP,eve,web-01,outlook
2026-08-20T09:50:43+00:00,10.0.3.10,198.51.100.19,http,high,failure,26360,UDP,eve,web-01,svchost
2026-08-20T15:32:40+00:00,10.0.10.130,180.161.77.113,auth,low,failure,620268,TCP,carol,workstation-130,svchost
2026-08-20T17:29:23+00:00,10.0.10.122,59.246.114.217,network,low,failure,602107,HTTPS,carol,workstation-122,powershell
2026-08-20T17:13:53+00:00,10.0.11.135,10.0.3.10,network,low,success,790290,HTTPS,heidi,workstation-135,python3
2026-08-20T11:57:29+00:00,10.0.9.5,10.0.2.10,dns,critical,failure,482014,HTTP,eve,jmp-01,chrome
2026-08-20T16:21:39+00:00,198.51.100.19,10.0.3.10,process,high,failure,34425,ICMP,ext-198.51.100.19,ext-198.51.100.19,svchost
2026-08-20T17:41:38+00:00,10.0.12.120,107.80.189.80,network,low,success,163257,HTTPS,alice,workstation-120,chrome
2026-08-20T16:19:55+00:00,10.0.6.10,10.0.2.10,file,medium,success,647573,TCP,svc_backup,proxy-04,nginx
2026-08-20T17:56:35+00:00,10.0.12.102,10.0.3.10,http,medium,failure,133756,TCP,grace,workstation-102,sshd
2026-08-20T09:48:55+00:00,10.0.12.111,10.0.6.10,dns,low,failure,882674,ICMP,heidi,workstation-111,nginx
2026-08-20T16:22:12+00:00,10.0.12.118,218.133.228.55,network,low,success,894373,TCP,grace,workstation-118,lsass
2026-08-20T17:03:26+00:00,10.0.11.117,10.0.9.5,file,critical,success,178360,HTTPS,eve,workstation-117,outlook
2026-08-20T14:28:21+00:00,10.0.11.136,10.0.4.10,network,low,failure,892408,HTTP,alice,workstation-136,python3
2026-08-20T15:05:53+00:00,10.0.3.10,10.0.2.10,process,medium,failure,255690,DNS,svc_backup,web-01,python3
2026-08-20T17:49:24+00:00,10.0.12.101,10.0.5.10,process,medium,success,368965,HTTP,frank,workstation-101,powershell
2026-08-20T12:41:00+00:00,10.0.2.10,10.0.3.10,file,high,success,635983,ICMP,eve,db-02,lsass
2026-08-20T08:58:23+00:00,10.0.11.102,149.37.158.119,auth,low,success,676101,TCP,grace,workstation-102,powershell
2026-08-20T15:25:11+00:00,10.0.12.129,10.0.4.10,dns,medium,failure,645950,UDP,bob,workstation-129,lsass
2026-08-20T11:42:28+00:00,198.51.100.19,10.0.3.10,process,high,success,897124,HTTP,ext-198.51.100.19,ext-198.51.100.19,outlook
2026-08-20T09:32:58+00:00,10.0.3.10,203.0.113.7,auth,high,failure,783910,DNS,eve,web-01,python3
2026-08-20T17:24:46+00:00,10.0.12.107,136.220.50.204,http,low,failure,473609,HTTPS,dave,workstation-107,powershell
2026-08-20T16:15:22+00:00,10.0.4.10,10.0.2.10,auth,low,failure,477583,HTTP,svc_backup,app-03,nginx
2026-08-20T13:43:05+00:00,10.0.12.105,10.0.5.10,http,low,failure,235672,HTTPS,bob,workstation-105,python3
2026-08-20T15:11:16+00:00,10.0.11.117,10.0.4.10,network,medium,failure,20444,ICMP,frank,workstation-117,chrome
2026-08-20T10:21:32+00:00,10.0.12.125,10.0.6.10,process,low,success,792615,TCP,frank,workstation-125,outlook
2026-08-20T13:42:04+00:00,10.0.12.103,119.209.173.174,auth,low,success,585186,ICMP,heidi,workstation-103,powershell
2026-08-20T10:55:34+00:00,10.0.12.104,10.0.6.10,dns,low,success,171459,DNS,alice,workstation-104,powershell
2026-08-20T10:22:15+00:00,10.0.11.129,10.0.6.10,dns,low,failure,783420,UDP,bob,workstation-129,powershell
2026-08-20T10:14:00+00:00,10.0.12.101,158.128.89.29,auth,low,success,617577,HTTP,frank,workstation-101,chrome
2026-08-20T08:54:09+00:00,10.0.11.104,10.0.2.10,http,low,failure,89438,HTTPS,alice,workstation-104,outlook
2026-08-20T17:49:27+00:00,10.0.10.120,131.9.235.236,file,low,failure,744083,ICMP,alice,workstation-120,powershell
2026-08-20T08:54:25+00:00,10.0.10.126,76.230.178.239,file,low,failure,247351,DNS,grace,workstation-126,outlook
2026-08-20T17:21:45+00:00,10.0.12.137,36.64.140.160,auth,low,failure,626530,UDP,bob,workstation-137,sshd
2026-08-20T14:21:51+00:00,10.0.11.106,37.46.43.24,http,low,success,615073,UDP,carol,workstation-106,svchost
2026-08-20T15:01:51+00:00,10.0.12.121,10.0.3.10,dns,medium,success,279886,HTTPS,bob,workstation-121,outlook
2026-08-20T15:19:00+00:00,10.0.10.118,172.8.123.184,file,low,failure,252369,UDP,grace,workstation-118,powershell
2026-08-20T11:14:06+00:00,10.0.10.130,10.0.6.10,network,medium,failure,371627,DNS,carol,workstation-130,powershell
2026-08-20T09:39:15+00:00,203.0.113.7,10.0.3.10,file,high,success,407644,DNS,ext-203.0.113.7,ext-203.0.113.7,svchost
2026-08-20T16:17:38+00:00,10.0.12.127,192.41.139.114,process,low,failure,286556,HTTPS,heidi,workstation-127,outlook
2026-08-20T12:39:28+00:00,10.0.10.110,115.52.63.73,file,low,success,871535,DNS,grace,workstation-110,outlook
2026-08-20T11:55:32+00:00,10.0.11.134,147.220.89.34,file,low,failure,75696,DNS,grace,workstation-134,chrome
2026-08-20T09:24:46+00:00,10.0.12.117,197.254.188.237,process,low,success,451644,UDP,frank,workstation-117,python3
2026-08-20T09:57:49+00:00,10.0.10.138,10.0.4.10,http,low,failure,113469,UDP,carol,workstation-138,chrome
2026-08-20T14:49:47+00:00,10.0.11.127,187.169.139.32,process,low,failure,355625,HTTPS,heidi,workstation-127,lsass
2026-08-20T15:51:53+00:00,10.0.11.110,94.58.207.6,dns,low,failure,92530,DNS,grace,workstation-110,outlook
2026-08-20T11:16:26+00:00,10.0.11.118,10.0.5.10,dns,low,failure,710339,ICMP,grace,workstation-118,python3
2026-08-20T13:44:42+00:00,10.0.11.131,10.0.5.10,dns,low,failure,759479,HTTPS,dave,workstation-131,lsass
2026-08-20T16:49:28+00:00,10.0.12.123,10.0.6.10,network,low,success,235732,TCP,dave,workstation-123,svchost
2026-08-20T10:03:50+00:00,10.0.10.119,10.0.4.10,file,medium,success,364189,UDP,heidi,workstation-119,powershell
2026-08-20T10:29:08+00:00,10.0.10.121,115.114.14.82,network,low,failure,870188,DNS,bob,workstation-121,python3
2026-08-20T13:02:19+00:00,10.0.10.120,159.150.164.27,process,low,failure,174859,ICMP,alice,workstation-120,lsass
2026-08-20T17:32:38+00:00,10.0.10.129,10.0.5.10,auth,low,failure,642532,ICMP,bob,workstation-129,powershell
2026-08-20T12:43:46+00:00,10.0.10.113,10.0.2.10,file,medium,failure,105529,HTTPS,bob,workstation-113,sshd
2026-08-20T11:35:43+00:00,10.0.11.102,10.0.3.10,http,medium,success,370978,UDP,grace,workstation-102,powershell
2026-08-20T12:02:55+00:00,10.0.12.109,10.0.3.10,http,medium,success,432442,TCP,frank,workstation-109,python3
2026-08-20T12:24:21+00:00,10.0.11.113,10.0.4.10,auth,low,failure,582909,TCP,bob,workstation-113,nginx
2026-08-20T15:17:35+00:00,10.0.10.128,10.0.3.10,network,low,success,79018,ICMP,alice,workstation-128,python3
2026-08-20T15:25:17+00:00,10.0.11.139,109.228.21.187,dns,low,success,78806,ICMP,dave,workstation-139,powershell
2026-08-20T17:43:15+00:00,10.0.11.107,10.0.3.10,file,medium,success,649588,TCP,dave,workstation-107,powershell
2026-08-20T15:25:10+00:00,10.0.12.121,10.0.6.10,process,low,success,757288,ICMP,bob,workstation-121,sshd
2026-08-20T11:25:08+00:00,10.0.3.10,203.0.113.7,file,high,failure,556759,UDP,eve,web-01,sshd
2026-08-20T14:59:55+00:00,10.0.4.10,10.0.2.10,dns,medium,success,78583,DNS,svc_backup,app-03,sshd
2026-08-20T13:07:29+00:00,10.0.10.116,10.0.3.10,auth,low,success,9887,DNS,eve,workstation-116,outlook
2026-08-20T08:28:07+00:00,10.0.12.134,10.0.3.10,auth,low,success,608912,HTTP,grace,workstation-134,chrome
2026-08-20T13:20:27+00:00,10.0.12.106,106.232.204.107,auth,low,failure,392603,HTTPS,carol,workstation-106,lsass
2026-08-20T13:17:47+00:00,10.0.10.125,82.223.205.135,auth,low,success,349367,HTTPS,frank,workstation-125,outlook
2026-08-20T11:14:07+00:00,192.0.2.77,10.0.3.10,process,high,success,695083,HTTPS,ext-192.0.2.77,ext-192.0.2.77,chrome
2026-08-20T16:10:33+00:00,10.0.11.125,139.66.44.17,process,low,failure,863453,UDP,frank,workstation-125,outlook
2026-08-20T09:01:39+00:00,10.0.12.127,10.0.2.10,dns,low,success,799907,HTTPS,heidi,workstation-127,nginx
2026-08-20T15:45:23+00:00,10.0.3.10,198.51.100.19,dns,high,failure,613075,DNS,eve,web-01,svchost
2026-08-20T08:38:42+00:00,10.0.12.133,39.151.51.130,auth,low,success,626378,DNS,frank,workstation-133,python3
2026-08-20T15:56:57+00:00,10.0.9.5,10.0.2.10,auth,critical,success,77569,DNS,eve,jmp-01,svchost
2026-08-20T08:57:18+00:00,10.0.11.117,10.0.9.5,auth,critical,failure,451727,HTTPS,eve,workstation-117,nginx
2026-08-20T17:05:49+00:00,10.0.12.131,10.0.6.10,http,medium,success,691918,DNS,dave,workstation-131,python3
2026-08-20T10:31:15+00:00,10.0.11.122,150.58.99.232,network,low,success,268522,HTTPS,carol,workstation-122,python3
2026-08-20T10:03:46+00:00,10.0.11.119,10.0.4.10,http,low,failure,125482,ICMP,heidi,workstation-119,python3
2026-08-20T13:23:59+00:00,10.0.12.137,10.0.3.10,auth,low,success,702378,ICMP,bob,workstation-137,svchost
